,SCs,Tc
1467,Mg0.91Al0.09B2,34.7
1468,Mg0.99Fe0.01B2,34.7
1469,Mg0.978Al0.022B2,34.7
1470,Sr0.15La1.85Cu1O4,34.7
1471,Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6
1472,Ru0.95Rh0.05Sr2Gd1Cu2O8,34.575
1473,La1.85Sr0.15Cu0.995Ni0.005O4,34.50333333
1474,Mg0.9Co0.1B2,34.5
1475,Sm1Fe0.97Ni0.03As1F0.12O0.88,34.5
1476,Er0.5Pr0.5Ba2Cu3O6.82,34.4
1477,La1.73Sr0.27Cu0.94Ni0.06O4,34.4
1478,Ba0.5K0.5Fe1.92Zn0.08As2,34.3
1479,Nd1Ba2Cu3O6.65,34.3
1480,Mg0.9Al0.1B2,34.3
1481,Sm1Ba2Cu3O6.62,34.2
1482,Ba0.5K0.5Fe1.84Zn0.16As2,34.2
1483,Nd1Fe1As0.8P0.2F0.1O0.9,34.1
1484,La1.73Sr0.27Cu0.94Co0.06O4,34
1485,Ba1.6Sr0.4Yb1Cu3O6.53,34
1486,Eu0.6Pr0.4Ba1.5Sr0.5Cu3O6.89,34
1487,Ba0.6Rb0.4Fe2As2,34
1488,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34
1489,La1.82Sr0.18Cu1O3.994,34
1490,Nd0.7Pr0.3Ba1Sr1Cu3O6.87,34
1491,Mg0.75Co0.25B2,34
1492,Ca0.34Na0.66Fe2As2,34
1493,Nd1Fe0.85Ru0.15As1F0.11O0.89,34
1494,Mg0.9Fe0.1B2,34
1495,Mg0.956Al0.044B2,34
1496,Mg0.8Li0.2B2,34
1497,La1.84Ca0.16Cu1O4,34
1498,Tl1Ba1.6La0.4Cu1O5,34
1499,Er1Ba2Cu2.82Co0.18O6.74,34
1500,Mg0.9Pb0.1B2,34
1501,La1.83Ca0.17Cu1O4,34
1502,La0.8Y0.2Fe1As1O0.7,34
1503,Y1Ba1Sr1Cu3O6.685,34
1504,Y0.6Pr0.4Ba2Cu3O6.8,33.9
1505,Ba0.6Na0.4Fe2As2,33.85
1506,Mg1B1.89C0.11,33.85
1507,Tb1Fe1As1O0.8,33.85
1508,La1.85Sr0.15Cu0.996Zn0.004O4,33.825
1509,Mg0.75Li0.25B2,33.7
1510,La1.812Sr0.188Cu1O4,33.7
1511,Y0.55Pr0.45Ba2Cu3O6.98,33.6
1512,La1.85Sr0.15Cu0.997Fe0.003O4,33.6
1513,Mg0.92Al0.08B2,33.55
1514,La1.855Sr0.145Cu1O4,33.55
1515,Ba0.5K0.5Fe1.88Zn0.12As2,33.5
1516,La1.85Sr0.15Cu0.97Li0.03O4,33.5
1517,Pr0.2Ca0.8Ba1La1Cu3O7.1,33.5
1518,Ba0.72K0.28Fe2As2,33.45
1519,Mg0.988Fe0.012B2,33.45
1520,Ca0.25Na0.75Fe2As2,33.4
1521,Mg0.99Mn0.01B2,33.4
1522,Y1Ba1.9La0.1Cu3.95Zn0.05O8,33.3
1523,Mg1B1.874C0.126,33.3
1524,La1.815Sr0.185Cu1O3.964,33.2
1525,Mg0.98Ir0.02B2,33.2
1526,Ca0.88Ce0.12Fe2As2,33.2
1527,Mg1B1.868C0.132,33.15
1528,La1.895Ba0.105Cu1O4,33.1
1529,La1.85Sr0.15Cu0.995Co0.005O4,33
1530,Mg1B1.84C0.16,33
1531,La1.82Sr0.18Cu1O3.987,33
1532,Y0.65Pr0.35Ba2Cu3O6.95,33
1533,Bi2Sr1.56La0.44Cu1O6,33
1534,La1.862Sr0.138Cu1O4,33
1535,La1.865Sr0.135Cu1O4,33
1536,La1.86K0.14Cu1O3.97,33
1537,Y1Ba2Cu2.9Fe0.1O6.72,33
1538,La1.855Sr0.145Cu0.99Ni0.01O4,33
1539,La1.835Sr0.165Cu0.995Ni0.005O4,33
1540,Nd1.3Ba1.7Cu3O6.987,33
1541,Sm1Fe1As1F0.07O0.93,33
1542,La1.82Ca0.18Cu1O4,33
1543,Sm1Fe1As1F0.075O0.925,33
1544,Ca0.32Na0.68Fe2As2,33
1545,Gd1Ba2Cu2.7Co0.3O6.9,33
1546,La1.71Sr0.29Cu0.94Co0.06O4,33
1547,La1.883Sr0.117Cu1O4,33
1548,La1.81Sr0.19Cu0.98Ti0.02O4,33
1549,Mg0.97Fe0.03B2,32.96666667
1550,Mg1B1.7Be0.3,32.9
1551,Mg1B1.88C0.12,32.9
1552,La1.87Sr0.13Cu0.98Li0.02O4,32.85
1553,Mg1B1.9C0.1,32.84363636
1554,Ba0.5Na0.5Fe2As2,32.8
1555,Sm1Ba2Cu3O6.65,32.8
1556,La1.77Sr0.23Cu0.96Ti0.04O4,32.8
1557,La1.85Sr0.15Cu0.993Ni0.007O4,32.6
1558,Sr0.7Y0.3Cu1O2,32.6
1559,Nd1Fe1As1F0.2O0.8,32.6
1560,La0.8Y0.2Fe1As1O0.6,32.5
1561,Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
1562,Ca0.86Pr0.14Fe2As2,32.5
1563,La1.84Sr0.16Cu0.99Fe0.01O4,32.5
1564,Ba0.55K0.45Fe1.95Co0.05As2,32.5
1565,Eu0.51K0.49Fe2As2,32.5
1566,La1.77Sr0.23Cu0.94Co0.06O4,32.5
1567,La1.73Sr0.27Cu0.94Fe0.06O4,32.5
1568,La1.71Sr0.29Cu0.94Fe0.06O4,32.5
1569,Y0.8Ca0.2Ba2Cu3O6.41,32.4
1570,Mg0.915Al0.085B2,32.4
1571,Mg0.96Mn0.04B2,32.3
1572,La1.85Sr0.15Cu0.98Ti0.02O4,32.3
1573,La1.85Sr0.15Cu0.995Zn0.005O4,32.3
1574,Ru0.95Ti0.05Sr2Gd1Cu2O8,32.2
1575,Ru1Sr2Gd0.9Y0.1Cu2O8,32.2
1576,Eu0.5K0.5Fe2As2,32.16666667
1577,La1.906Ba0.094Cu1O4,32
1578,Er1Ba2Cu2.7Zn0.3O6.86,32
1579,Y0.6Pr0.4Ba2Cu3O6.9,32
1580,La1.86Ca0.14Cu1O4,32
1581,Gd1Ba1.5Sr0.5Cu3O6.72,32
1582,Bi2Sr1.6La0.4Cu1O6,32
1583,Eu0.7Na0.3Fe2As2,32
1584,Mg0.75Fe0.25B2,32
1585,Ba0.74K0.26Fe2As2,32
1586,Y0.6Pr0.4Ba2Cu3O6.96,32
1587,Mg1B1.834C0.166,32
1588,La1.81Ca0.19Cu1O4,32
1589,La0.8Y0.2Fe1As1F0.1O0.9,32
1590,La1.9Sr0.1Cu1O3.997,32
1591,Y1Ba2Cu2.64Fe0.36O7,32
1592,Y1Ba2Cu2.64Fe0.36O7.12,32
1593,Nd1.3Ba1.7Cu3O7.14,32
1594,Sr2Cu1C0.85B0.15O5,32
1595,Sr0.85La0.15Cu1O2,31.9
1596,La1.81Sr0.19Cu0.94Co0.06O4,31.8
1597,La1.79Sr0.21Cu0.94Co0.06O4,31.8
1598,Ca0.719La0.281Fe2As2,31.7
1599,Mg0.7Li0.3B2,31.55
1600,Y1Ba2Cu3.84Zn0.16O8,31.5
1601,La1.77Sr0.23Cu0.94Ni0.06O4,31.5
1602,Mg0.5Co0.5B2,31.5
1603,Mg0.85Al0.15B2,31.5
1604,La0.5Y0.5Fe1As1F0.1O0.9,31.4
1605,Nd0.8Pr0.2Ba2Cu3O7,31.4
1606,Sm1Fe0.965Mn0.035As1F0.11O0.89,31.3
1607,Sm1Fe0.97Mn0.03As1F0.12O0.88,31.3
1608,Ce1Fe1As1H0.07O0.93,31.3
1609,Ba0.65Na0.35Fe2As2,31.25
1610,Bi2Sr1.6La0.4Cu1O6.36,31.2
1611,Ba0.4K0.6Fe2As2,31.2
1612,Y1Ba2Cu3.928Zn0.072O8,31
1613,La1.69Sr0.31Cu0.94Co0.06O4,31
1614,Dy1Ba2Cu2.6Ni0.4O6.83,31
1615,Y1Ba2Cu2.6Fe0.4O7,31
1616,Er1Ba2Cu2.76Co0.24O6.75,31
1617,Ba0.64Na0.36Fe2As2,31
1618,Sr2Cu1C0.86B0.14O5,31
1619,La1.85Sr0.15Cu0.995Fe0.005O4,30.82
1620,Mg0.81Al0.19B2,30.8
1621,Mg1B1.826C0.174,30.8
1622,Y0.55Pr0.45Ba2Cu3O6.65,30.7
1623,Y1Ba2Cu2.8Zn0.2O6.85,30.69
1624,La1.85Sr0.15Cu0.99Ni0.01O4,30.675
1625,Bi2Sr1.6La0.4Cu1O6.29,30.6
1626,Sm0.9Pr0.1Ba2Cu3O6.65,30.6
1627,La1.73Sr0.27Cu1O3.913,30.6
1628,Gd0.7Pr0.3Ba2Cu3O6.95,30.6
1629,La1.85Sr0.15Cu0.9925Co0.0075O4,30.6
1630,La1.75Sr0.25Cu0.94Fe0.06O4,30.5
1631,La1.77Sr0.23Cu0.94Fe0.06O4,30.5
1632,La1.798Sr0.202Cu1O4,30.5
1633,La1.71Sr0.29Cu0.94Ni0.06O4,30.4
1634,Mg1B1.81C0.19,30.335
1635,Ba0.5K0.5Fe1.9Co0.1As2,30.31
1636,La0.8Y0.2Fe1As1F0.11O0.89,30.3
1637,La1.909Ce0.091Cu1O4,30.3
1638,Mg0.75Al0.25B2,30.2
1639,Nd0.8Pr0.2Ba2Cu3O6.85,30.2
1640,La1.8Sr0.2Cu0.9975Zn0.0025O4,30.2
1641,Ba0.55K0.45Fe2As2,30.1625
1642,Ba0.5K0.5Fe1.9Zn0.1As2,30.15
1643,Mg0.91Li0.09B1.84C0.16,30.15
1644,La1.83Sr0.17Cu0.99Ni0.01O4,30.1
1645,Y1Ba2Cu3.924Zn0.076O8,30.1
1646,Nd1Fe0.95Co0.05As1F0.11O0.89,30.1
1647,La1Fe1As1H0.24O0.76,30.1
1648,La1Fe1As0.95Sb0.05F0.2O0.8,30.1
1649,La1.875Sr0.125Cu1O4,30.04
1650,Sr0.2La1.8Cu0.95Fe0.05O4,30
1651,Ru0.9Sr2Y1Cu2.1O7.9,30
1652,Yb0.5Pr0.5Ba1.7Sr0.3Cu3O6.93,30
1653,Y0.85Ca0.15Ba2Cu2.55Co0.45O7.08,30
1654,La1.85Sr0.15Cu0.996Co0.004O4,30
1655,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.56,30
1656,Mg1B1.96F0.04,30
1657,La1.69Sr0.31Cu0.92Ti0.08O4,30
1658,Ru0.95Sn0.05Sr2Gd1Cu2O8,30
1659,Bi2Sr2Ca0.6Gd0.4Cu2O8,30
1660,La1Ba1Ca1Cu2.8Ni0.2O6.837,30
1661,Sr2V0.9Mg0.1Fe1As1O3,30
1662,Y1Ba2Cu2.91Zn0.09O6.77,30
1663,Sr0.9La0.1Cu0.99Ni0.01O2,30
1664,La1.73Sr0.27Cu0.94Ti0.06O4,30
1665,Mg0.88Sc0.12B2,30
1666,La1.8Ca0.2Cu1O4,30
1667,Eu0.48K0.52Fe2As2,30
1668,La1.85Sr0.15Cu0.991Ni0.009O4,30
1669,Mg0.95Mn0.05B2,30
1670,Bi2Sr1.7La0.3Cu1O6,30
1671,Dy1Ba1Sr1Cu3O6.7,29.9
1672,Mg0.89Li0.11B1.88C0.12,29.9
1673,La1.65Sr0.35Cu0.9Ti0.1O4,29.9
1674,La1.85Sr0.15Cu0.995Ga0.005O4,29.8
1675,Y1Ba2Cu2.97Zn0.03O6.47,29.8
1676,Ru0.925Rh0.075Sr2Gd1Cu2O8,29.8
1677,La1.887Sr0.113Cu1O4,29.7
1678,La1.85Sr0.15Cu0.9Mg0.1O4,29.6
1679,La1.84Sr0.16Cu0.99Co0.01O4,29.5
1680,La1.9Sr0.1Cu1O3.98,29.5
1681,Nd1Fe1As0.7P0.3F0.1O0.9,29.5
1682,Mg0.95Fe0.05B2,29.5
1683,Eu1Ba2Cu2.7Co0.3O6.95,29.4
1684,La1.85Sr0.15Cu0.996Fe0.004O4,29.4
1685,La1.85Sr0.15Cu0.992Zn0.008O4,29.375
1686,La2Cu0.99Zn0.01O4.099,29.3
1687,La1.889Sr0.111Cu1O4,29.2
1688,Y0.55Pr0.45Ba2Cu3O7.01,29.2
1689,Ru0.925Ti0.075Sr2Gd1Cu2O8,29.2
1690,Pr1Fe1As0.8P0.2F0.1O0.9,29.2
1691,La1.89Sr0.11Cu1O3.986,29.2
1692,La1.82Sr0.18Cu0.97Fe0.03O4,29
1693,Y1Ba2Cu2.9Ni0.1O6.71,29
1694,La1.81Sr0.19Cu0.995Zn0.005O4,29
1695,La1.9Sr0.1Cu1O4.01,29
1696,La1.905Ba0.095Cu1O4,29
1697,La1.858Ba0.142Cu1O4,29
1698,La1.67Sr0.33Cu0.94Co0.06O4,29
1699,Sr0.2La1.8Cu0.99Zn0.01O4,29
1700,Nd1Ba2Cu3O6.67,29
1701,La1.898Ba0.102Cu1O4,29
1702,Sr1Fe2As1.4P0.6,28.93333333
1703,La1.87Sr0.13Cu0.9975Zn0.0025O4,28.92
1704,Tm0.5Pr0.5Ba2Cu3O6.95,28.9
1705,La0.8Y0.2Fe0.997Mn0.003As1F0.11O0.89,28.9
1706,Ca0.941Pr0.059Fe2As2,28.9
1707,Mg0.8Al0.2B2,28.71
1708,Ba0.4Na0.6Fe2As2,28.7
1709,Eu0.56K0.44Fe2As2,28.7
1710,La1Fe1As1H0.08O0.92,28.7
1711,La1.85Sr0.15Cu0.9925Zn0.0075O4,28.7
1712,La1.81Sr0.19Cu0.94Fe0.06O4,28.6
1713,La1Fe1As0.9Sb0.1F0.2O0.8,28.6
1714,Er0.5Pr0.5Ba2Cu3O7,28.6
1715,Y0.7Pr0.3Ba2Cu3O6.6,28.5
1716,La1.891Ce0.109Cu1O4,28.5
1717,Y1Ba2Cu2.9Fe0.1O6.7,28.5
1718,Mg0.9Li0.1B1.82C0.18,28.5
1719,Ca1.5Na0.5Cu1Cl2O2,28.5
1720,Bi2Sr1.43La0.57Cu1O6,28.5
1721,Sr1Fe2As1.3P0.7,28.475
1722,Ba0.75K0.25Fe2As2,28.45
1723,La1.885Sr0.115Cu1O4,28.414
1724,La1.69Sr0.31Cu0.94Fe0.06O4,28.4
1725,La1Fe1As1O0.7,28.4
1726,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.055,28.4
1727,La1.85Sr0.15Cu0.99Zn0.01O4,28.36
1728,La1.79Sr0.21Cu0.94Ni0.06O4,28.3
1729,Y0.9Ca0.1Ba2Cu3O6.3,28.1
1730,Mg0.94Ir0.06B2,28.1
1731,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.044,28.1
1732,Dy0.8Ca0.2Ba2Cu2.7Zn0.3O6.78,28
1733,Mg1B1.87C0.13,28
1734,Bi1.4Pb0.6Sr1.6La0.4Cu1O6.068,28
1735,Eu0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,28
1736,Sm1Fe1As0.77P0.23H0.11O0.89,28
1737,Y1Ba2Cu2.919Zn0.081O6.83,28
1738,Bi0.5La1.5Sr1Cu2O6.02,28
1739,Ba0.15La1.85Cu1O4,28
1740,Eu1.4Ba1.6Cu3O7.16,28
1741,Ca1.65Na0.35Cu1Cl2O2,28
1742,Hg1Ba2Cu0.97Zn0.03O4.027,28
1743,Gd1.25Ba1.75Cu3O6.98,28
1744,La1Ba1Ca1Cu2.7Ni0.3O6.848,28
1745,La1.929Na0.071Cu1O4,28
1746,La1.82Sr0.18Cu1O3.972,28
1747,La1.87Ca0.13Cu1O4,28
1748,Tm1Ba2Cu3O6.44,28
1749,Nd1Fe1As0.6P0.4F0.1O0.9,28
1750,Y1Ba2Cu2.931Zn0.069O6.7,28
1751,Ca1La1Ba1Cu2.88Fe0.12O7,28
1752,La1Pr0.85Sr0.15Cu1O4,28
1753,La1.85Sr0.15Cu0.986Ni0.014O4,27.9
1754,La0.77Y0.23Fe0.995Mn0.005As1F0.11O0.89,27.9
1755,Y1Ba2Cu2.8Fe0.2O6.76,27.8
1756,Y0.6Pr0.4Ba2Cu3O6.85,27.8
1757,La1Fe1As1O0.89,27.8
1758,Ca1.6Na0.4Cu1Cl2O2,27.8
1759,Dy0.5Pr0.5Ba2Cu3O6.9,27.8
1760,La1.85Sr0.15Cu0.985Ni0.015O4,27.7
1761,Y0.69Ca0.31Ba2Cu3O6,27.7
1762,Ca1.81Na0.19Cu1Cl2O2,27.7
1763,Ce1Fe1As1F0.08O0.92,27.6
1764,Bi2Sr1.6La0.4Cu1O6.307,27.6
1765,Ca1.7Na0.3Cu1Cl2O2,27.6
1766,Eu0.64K0.36Fe2As2,27.6
1767,La1Fe0.985Ru0.015As1F0.11O0.89,27.5
1768,Y0.7Pr0.3Ba2Cu3O6.85,27.4
1769,Ba1Fe1.8Ir0.2As2,27.4
1770,La1Fe0.98Ru0.02As1F0.11O0.89,27.4
1771,Sr1Fe2As1.22P0.78,27.35
1772,Mg1B1.5C0.5,27.25
1773,La1.85Sr0.15Cu0.95Li0.05O4,27.2
1774,La1.89Ce0.11Cu1O4,27.1625
1775,Nd1Fe0.98Mn0.02As1F0.11O0.89,27.1
1776,Y0.5Pr0.5Ba2Cu3O6.68,27.1
1777,Mg0.79Al0.21B2,27.1
1778,Ca1.82Na0.18Cu1Cl2O2,27.055
1779,Sr1Fe2As1.2P0.8,27
1780,La1.8Sr0.2Cu0.9928Zn0.0072O4,27
1781,La1.888Sr0.112Cu1O4,27
1782,Ba1Fe1.7Ir0.3As2,27
1783,La1Fe1As0.6P0.4F0.1O0.9,27
1784,Ca1.8Na0.2Cu1Cl2O2,26.95
1785,Ca1.76Na0.24Cu1Cl2O2,26.9
1786,La1.836Sr0.164Cu0.99Ga0.01O4,26.9
1787,Sm1Fe1As1F0.14O0.86,26.9
1788,La1.83Ba0.17Cu1O4,26.9
1789,Ba0.5K0.5Fe1.9Ni0.1As2,26.75
1790,La1.8Nd0.2Cu1O4.059,26.7
1791,Nd0.95Pr0.05Ba2Cu3O6.65,26.7
1792,La1.885Sr0.115Cu0.965Li0.035O4,26.5
1793,Sr2Cu1C0.91B0.09O5,26.5
1794,Nd1.45Ba1.55Cu3O7.08,26.5
1795,Ca1.75Na0.25Cu1Cl2O2,26.5
1796,La1.83Sr0.17Cu0.94Fe0.06O4,26.5
1797,La1.834Sr0.166Cu0.99Zn0.01O4,26.5
1798,La1.87Sr0.13Cu0.995Zn0.005O4,26.44
1799,La1.81Sr0.19Cu0.94Ni0.06O4,26.4
1800,La1Fe1As1F0.11O0.89,26.34666667
1801,La1.8Nd0.2Cu1O4.04,26.3
1802,La1.895Sr0.105Cu1O4,26.3
1803,La1.85Sr0.15Cu0.993Fe0.007O4,26.25
1804,Y1Ba2Cu2.95Fe0.05O6.6,26.2
1805,La1.825Ba0.175Cu1O4,26.2
1806,La0.8Y0.2Fe0.995Mn0.005As1F0.11O0.89,26.15
1807,La1.85Sr0.15Cu0.96Ti0.04O4,26.1
1808,La1F0.05Fe1As1O0.95,26
1809,La1.845Ba0.155Cu1O4,26
1810,Ba0.76K0.24Fe2As2,26
1811,La1.903Ba0.097Cu1O4,26
1812,Y1Ba2Cu2.68Fe0.32O6.999,26
1813,La1.985Sr0.015Cu1O4.032,26
1814,Nd0.75Pr0.25Ba1Ca1Cu3O7,26
1815,Y0.6Pr0.4Ba2Cu3O6.61,26
1816,Y1Ba2Cu2.94Li0.06O6.6,26
1817,Sm0.8Pr0.2Ba2Cu3O6.85,26
1818,La1Fe1As0.8P0.2F0.1O0.9,26
1819,Eu0.7Ca0.3Ba2Cu3O6.13,26
1820,Ca1.825Na0.175Cu1Cl2O2,26
1821,Y0.5Pr0.5Ba2Cu3O7,25.93
1822,Ba0.5K0.5Fe1.96Mn0.04As2,25.85
1823,Ba1Fe1.82Ru0.18As2,25.8
1824,Y0.8Ca0.2Ba2Cu3O6.32,25.8
1825,Sr1.9Ca0.1V1Fe1As1O3,25.8
1826,La1Fe1As1O0.85,25.76666667
1827,La1Fe1As0.8P0.2F0.05O0.95,25.61
1828,Mg0.854Au0.146B2,25.6
1829,Sm0.8Pr0.2Ba2Cu3O6.7,25.6
1830,La1.8Nd0.2Cu1O4.093,25.6
1831,La0.9Y0.1Fe1As1O0.6,25.6
1832,La1Fe0.97Ru0.03As1F0.11O0.89,25.6
1833,Ba0.64K0.36Fe2As2,25.6
1834,La1.8Sr0.2Cu0.995Fe0.005O4,25.5
1835,Mg1B1.792C0.208,25.5
1836,Ru0.99Co0.01Sr2Gd1Cu2O8,25.5
1837,La0.89Sr0.11Fe1As1O1,25.5
1838,La1Fe0.98Zn0.02As1F0.1O0.9,25.5
1839,La1.823Ba0.177Cu1O4,25.5
1840,La1Fe0.8Zn0.2As1F0.15O0.85,25.5
1841,La1Fe1As1F0.13O0.87,25.4
1842,La0.85Sr0.15Fe1As1O1,25.4
1843,Y0.6Pr0.4Ba2Cu3O6.66,25.4
1844,La1Fe0.95Zn0.05As1F0.1O0.9,25.4
1845,La1.843Ba0.157Cu1O4,25.3
1846,Mg0.815Al0.185B2,25.3
1847,La0.8Y0.2Fe0.99Mn0.01As1F0.11O0.89,25.3
1848,Y0.7Pr0.3Ba2Cu3O6.75,25.2
1849,Nd1Fe1As0.5P0.5F0.1O0.9,25.2
1850,La1.85Sr0.15Cu0.99Co0.01O4,25.2
1851,La1Fe1As1F0.07O0.93,25.2
1852,La1.8Nd0.2Cu1O4.0641,25.1
1853,La1Fe1As1F0.1O0.9,25.06153846
1854,La1.913Sr0.087Cu1O4,25
1855,Y1Ba2Cu3.925Zn0.075O8,25
1856,Y1Ba2Cu2.775Zn0.225O6.93,25
1857,La1.825Sr0.175Cu0.985Ni0.015O4,25
1858,La1.782Sr0.218Cu1O4,25
1859,Sr2Cu1C0.92B0.08O5,25
1860,Ca1.843Na0.157Cu1Cl2O2,25
1861,Nd1.85Ce0.15Cu1O4.014,25
1862,La1.7Sm0.3Cu1O4,25
1863,Ca0.4Na0.6Fe2As2,25
1864,Y1Ba2Cu2.95Zn0.05O6.7,25
1865,La1.83Sr0.17Cu0.99Zn0.01O4,25
1866,Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1,25
1867,La1.84Sr0.16Cu0.987Ni0.013O4,25
1868,La1.9Sm0.1Cu1O4,25
1869,Y1Ba2Cu2.95Zn0.05O6.69,25
1870,Y1Ba2Cu2.95Zn0.05O6.63,25
1871,Y1Ba2Cu2.91Zn0.09O6.73,25
1872,Ba1Fe1.87Co0.13As2,25
1873,La1.922Ba0.078Cu1O4,24.95
1874,Ba1Fe1.886Rh0.114As2,24.9
1875,La0.8Sr0.2Fe1As1O1,24.9
1876,Bi1Ga1Sr1.8Ca1.2Cu2O8,24.8
1877,Sm1Fe1As1F0.13O0.87,24.7
1878,La1.855Sr0.145Cu0.99Zn0.01O4,24.7
1879,La1Fe0.4Zn0.6As1F0.15O0.85,24.6
1880,La0.9Sr0.1Fe1As1O1,24.6
1881,Mg0.764Au0.236B2,24.5
1882,Ba1Fe1.6Ir0.4As2,24.5
1883,Ba0.39K0.61Fe2As2,24.5
1884,La1Fe0.9875Co0.0125As1F0.11O0.89,24.5
1885,La1Fe1As1O0.6,24.4
1886,Ba1Fe1.885Co0.115As2,24.3
1887,La1.88Ce0.12Cu1O4,24.3
1888,La1.895Ce0.105Cu1O4,24.3
1889,Ca1.85Na0.15Cu1Cl2O2,24.225
1890,Sr1Fe1.57Ir0.43As2,24.2
1891,Ba0.3Na0.7Fe2As2,24.2
1892,La1Fe1As0.4P0.6F0.05O0.95,24.12
1893,La0.9Y0.1Fe0.995Mn0.005As1F0.11O0.89,24.1
1894,Y0.4Pr0.6Ba1Sr1Cu3O8.9,24.1
1895,Ba1Fe1.9Pt0.1As2,24.1
1896,La1.88Ca0.12Cu1O4,24
1897,La1.815Sr0.185Cu0.99Zn0.01O4,24
1898,Nd1.85Ce0.15Cu1O3.93,24
1899,Y0.8Ca0.2Ba2Cu3O6,24
1900,La0.8Pr0.2Ba1.5Sr0.5Cu3O6.906,24
1901,Mg0.71Al0.29B2,24
1902,Y1Sr1.4Ba0.6Cu2.5B0.5O7,24
1903,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,24
1904,Ca1.8K0.2Cu1Cl2O2,24
1905,Ca1.65Na0.35Cu1Br1Cl1O2,24
1906,La1.925Ba0.075Cu1O4,24
1907,Ba1Fe1.878Co0.122As2,24
1908,Y1Ba2Cu2.919Zn0.081O6.8,24
1909,Y1Ba2Cu2.95Zn0.05O6.56,24
1910,Ca1.7K0.3Cu1Cl2O2,24
1911,La1Ba1Ca1Cu2.6Ni0.4O6.854,24
1912,Ba0.737K0.263Fe2As2,24
1913,Bi2Sr1.76La0.24Cu1O6,24
1914,Eu0.5Ca0.5Fe2As2,24
1915,La1Fe1As1H0.4O0.6,23.9
1916,La1Fe0.2Zn0.8As1F0.15O0.85,23.9
1917,La1.875Ca0.125Cu1O4,23.85
1918,Ba0.68Na0.32Fe2As2,23.8
1919,Ba0.7Na0.3Fe2As2,23.8
1920,La1Fe0.99975Mn0.00025As1F0.11O0.89,23.8
1921,La1.9Sr0.1Cu0.9975Zn0.0025O4,23.655
1922,La1Fe0.9Ru0.1As1F0.11O0.89,23.65
1923,Pr1.96Ce0.04Cu1O4,23.6
1924,La1.8Sr0.2Cu0.9883Zn0.0117O4,23.6
1925,La1Fe0.85Ru0.15As1F0.11O0.89,23.6
1926,La1.877Ba0.123Cu1O4,23.6
1927,La1Fe1As0.9P0.1F0.05O0.95,23.6
1928,Ba1Fe1.85Co0.15As2,23.525
1929,Ru1Sr2Gd0.91Nd0.09Cu2O8,23.5
1930,Ca1.7Na0.3Cu1Br1Cl1O2,23.5
1931,La1.801Ba0.199Cu1O4,23.5
1932,Y0.7Zn0.3Ba2Cu3O7,23.5
1933,Ba0.78K0.22Fe2As2,23.5
1934,Ce1Fe0.95Co0.05As1F0.1O0.9,23.5
1935,Y0.55Pr0.45Ba2Cu3O6.8,23.5
1936,Ba1Fe1.874Co0.126As2,23.45
1937,Ba1Fe1.85Pt0.15As2,23.4
1938,Pr1Fe1As0.6P0.4F0.1O0.9,23.4
1939,Sm0.8Pr0.2Ba2Cu3O6.75,23.4
1940,La1Fe1As1F0.05O0.95,23.304
1941,Sm1Fe0.95Zn0.05As1F0.2O0.8,23.3
1942,Ba0.9Rb0.1Fe2As2,23.3
1943,Ba1Fe1.89Co0.11As2,23.25
1944,La1.85Sr0.15Cu0.989Zn0.011O4,23.2
1945,Bi2Sr1.6La0.4Cu1O6.32,23.2
1946,La1.82Ba0.18Cu1O4,23.1
1947,Bi2Sr1.6Nd0.4Cu1O6.32,23.1
1948,Y0.4Pr0.6Ba0.75Sr1.25Cu3O6.92,23
1949,Y0.4Pr0.6Ba1Sr1Cu3O7,23
1950,Y1Ba2Cu2.94Ni0.06O6.47,23
1951,La1.885Ca0.115Cu1O4,23
1952,Ca1.825Na0.175Cu1Br1Cl1O2,23
1953,Y1Ba2Cu2.9Zn0.1O6.93,23
1954,Nd1Ba2Cu2.85Ga0.15O6.62,23
1955,Sr2Y1Ru0.8Cu0.2O6,23
1956,Y1Ba2Cu2.94Zn0.06O6.7,23
1957,Sr2Cu1C0.93B0.07O5,23
1958,Y1Ba2Cu2.91Zn0.09O6.75,23
1959,La1.89Ca0.11Cu1O4,23
1960,Y1Ba2Cu2.95Zn0.05O6.52,23
1961,Ba1Fe1.884Co0.116As2,22.93333333
1962,Nd1.86Ce0.14Cu1O4,22.9
1963,Gd1Ba1.7Pr0.3Cu3O7.06,22.9
1964,La1.85Sr0.15Cu0.9875Co0.0125O4,22.9
1965,Ba1Fe1.84Co0.16As2,22.9
1966,La1.8Sr0.2Cu0.995Zn0.005O4,22.8
1967,Tb1Fe1As1O0.9,22.8
1968,Ba1Fe1.852Co0.148As2,22.78
1969,La0.8Y0.2Fe0.992Mn0.008As1F0.11O0.89,22.7
1970,Sm1.86Ce0.14Cu1O4,22.7
